Num,y
349712,86906.917
349713,203390.472
349714,79283.475
349715,8.045
349716,305650.467
349717,16339.395
349718,273.53
349719,48.27
349720,19332.135
349721,193.08
349722,257.44
349723,442.475
349724,48.27
349725,119086.917
349726,720087.033
349727,291439.779
349728,593962.35
349729,26348.984
349730,1432.01
349731,30955.551
349732,134745.705
349733,524926.596
349734,96.54
349735,225.26
349736,225.26
349737,4559.906
349738,50434.105
349739,17267.788
349740,313.755
349741,6405.429
349742,171860.508
349743,472560.082
349744,19721.513
349745,33459.155
349746,399945.912
349747,36974.82
349748,47.9219245911
349749,173617.536
349750,84377.569
349751,222796.621
349752,229002.534
349753,2719.21
349754,1962.98
349755,62302.089
349756,368171.38
349757,26781.805
349758,1450330.074
349759,1769.9
349760,1898.62
349761,243483.534
349762,137965.314
349763,585312.366
349764,641189.718
349765,2236.51
349766,125593.713
349767,113223.721
349768,1238.93
349769,45275.651
349770,11977.396
349771,178064.812
349772,12448.833
349773,37095.495
349774,18834.954
349775,25945.125
349776,23375.552
349777,342982.485
349778,9420.695
349779,29653.87
349780,14191.38
349781,2188.24
349782,55106.641
349783,1029.76
349784,96.54
349785,15443.182
349786,5065.132
349787,8101.315
349788,5229.25
349789,94361.414
349790,377889.74
349791,1338227.826
349792,98889.14
349793,44620.788
349794,28487.345
349795,112.63
349796,62002.815
349797,160.9
349798,144.81
349799,3623920.129
349800,478682.327
349801,26295.887
349802,241777.994
349803,450330.138
349804,20345.805
349805,917.13
349806,43491.27
349807,4682.19
349808,2172.15
349809,22453.595
349810,217945.486
349811,7176.14
349812,188203.121
349813,44578.954
349814,9654.0
349815,216714.601
349816,1674.969
349817,80347.024
349818,177456.61
349819,162862.98
349820,184008.458
349821,2296.043
349822,20332.933
349823,15232.403
349824,148124.54
349825,6741.71
349826,91766.097
349827,195337.427
349828,143316.848
349829,64482.284
349830,18238.015
349831,122042.65
349832,9850.298
349833,66226.44
349834,141696.585
349835,66446.873
349836,5882.504
349837,127810.915
349838,144935.502
349839,216145.015
349840,14703.042
349841,96.54
349842,4242.933
349843,8715.953
349844,18907.359
349845,50199.191
349846,3512.447
349847,402.25
349848,20382.812
349849,7736.072
349850,5518.87
349851,104837.613
349852,343914.096
349853,38493.716
349854,1559246.502
349855,446994.681
349856,58524.157
349857,201311.644
349858,3123311.959
349859,102388.715
349860,70755.775
349861,923939.288
349862,682830.638
349863,733496.439
349864,1405139.7
349865,163149.382
349866,150560.566
349867,2487.514
349868,5374.06
349869,96.54
349870,13338.61
349871,107431.321
349872,3789.195
349873,34482.479
349874,521998.216
349875,152996.592
349876,747216.382
349877,352176.311
349878,117437.692
349879,76443.59
349880,1069.985
349881,20986.187
349882,315829.001
349883,771665.137
349884,336409.72
349885,21692.538
349886,37843.68
349887,144.81
349888,23204.998
349889,3523.71
349890,104020.241
349891,162941.821
349892,14806.018
349893,3449.696
349894,818.981
349895,190964.165
349896,1042376.169
349897,106768.413
349898,3681.392
349899,31045.655
349900,153.299087524
349901,369.330535889
349902,117283.228
349903,212053.328
349904,146642.651
349905,343143.385
349906,447409.803
349907,15443.182
349908,11058.657
349909,19597.62
349910,1737.72
349911,1946.89
349912,85925.427
349913,23098.804
349914,783776.08
349915,3518.883
349916,386.16
349917,289.62
349918,24.7388076782
349919,305.332763672
349920,1890.575
349921,1415.92
349922,102583.404
349923,11927.517
349924,1258.238
349925,4830.218
349926,1531.768
349927,1842.305
349928,2743.345
349929,30673.976
349930,1028128.474
349931,567661.636
349932,1903401.948
349933,706540.862
349934,34731.874
349935,26308.759
349936,1298.463
349937,43875.821
349938,93130.529
349939,157542.017
349940,269488.192
349941,88284.221
349942,378386.921
349943,389.378
349944,23560.587
349945,22083.525
349946,52.2005882263
349947,26.1806735992
349948,611.42
349949,128.72
349950,144311.21
349951,914356.084
349952,402216.211
349953,773854.986
349954,32062.543
349955,1190.66
349956,37394.769
349957,157651.429
349958,225.26
349959,72.405
349960,160.9
349961,265.485
349962,8370.018
349963,76747.691
349964,25275.781
349965,696629.422
349966,645722.271
349967,260455.266
349968,32324.81
349969,321.8
349970,7222.801
350191,1496.37
350192,27016.719
350193,297375.38
350194,29452.745
350195,16.09
350196,146151.906
350197,67693.848
350198,111872.161
350199,102567.314
350200,3539.8
350201,1850.35
350202,54963.44
350203,278805.911
350204,21949.978
350205,1946.89
350206,178679.45
350207,121543.86
350208,509525.248
350209,510427.897
350210,2334.659
350211,113156.143
350212,83416.996
350213,1214.795
350214,24217.059
350215,10942.809
350216,150418.974
350217,7485.068
350218,18654.746
350219,5526.915
350220,23587.94
350221,17166.421
350222,279792.228
350223,7393.355
350224,21946.76
350225,10434.365
350226,2469.815
350227,44789.733
350228,1399.83
350229,160.9
350230,16828.531
350231,7055.465
350232,18487.41
350233,1160830.749
350234,79859.497
350235,342887.554
350236,872874.455
350237,95976.85
350238,27092.342
350239,25969.26
350240,96.54
350241,47988.425
350242,88.495
350243,257.44
350244,2757264.459
350245,387032.078
350246,6564.72
350247,46130.03
350248,345235.085
350249,14368.37
350250,707.96
350251,36421.324
350252,1946.89
350253,1576.82
350254,21298.333
350255,185770.313
350256,6139.944
350257,143878.389
350258,25523.567
350259,6823.769
350260,198611.742
350261,14006.345
350262,194207.909
350263,138341.82
350264,118631.57
350265,132616.998
350266,98046.024
350267,1206.75
350268,15557.421
350269,11826.15
350270,87814.393
350271,9106.94
350272,56805.745
350273,73853.1
350274,151636.987
350275,118808.56
350276,27402.879
350277,8535.745
350278,60739.75
350279,95022.713
350280,38128.473
350281,5526.915
350282,92807.12
350283,100176.34
350284,184724.463
350285,10707.895
350286,193.08
350287,4056.289
350288,6524.495
350289,13435.15
350290,103646.953
350291,3131.114
350292,474.655
350293,18894.487
350294,6234.875
350295,4473.02
350296,79891.677
350297,296289.305
350298,32009.446
350299,1267021.531
350300,335894.84
350301,31425.379
350302,166483.23
350303,836.68
350304,2490519.612
350305,42678.725
350306,21858.265
350307,707533.615
350308,546717.283
350309,597841.649
350310,1047249.83
350311,113186.714
350312,116974.3
350313,2366.839
350314,6173.733
350315,128.72
350316,13933.94
350317,95836.867
350318,5098.921
350319,28785.01
350320,435495.158
350321,107700.024
350322,578992.214
350323,271431.864
350324,95317.16
350325,63919.134
350326,691.87
350327,14601.675
350328,265494.654
350329,728651.74
350330,322660.815
350331,15037.714
350332,25480.124
350333,128.72
350334,8374.845
350335,133621.014
350336,1319.38
350337,144.81
350338,77941.569
350339,12112.552
350340,4014.455
350341,1330.643
350342,168785.709
350343,883043.335
350344,4263.85
350345,30770.516
350346,193.08
350347,15478.58
350348,93553.696
350349,186777.547
350350,124888.971
350351,289370.605
350352,400690.879
350353,13882.452
350354,6963.752
350355,17956.44
350356,2054.693
350357,3081.235
350358,67175.75
350359,13644.32
350360,645252.443
350361,467160.278
350362,225.26
350363,257.44
350364,32.18
350365,1063.549
350366,1026.542
350367,80329.325
350368,11271.045
350369,1192.269
350370,4094.905
350371,1652.443
350372,465.001
350373,1681.405
350374,2437.635
350375,834605.999
350376,27846.963
350377,1224307.408
350378,365049.92
350379,27634.575
350380,12505.148
350381,1584.865
350382,24844.569
350383,48969.915
350384,86906.917
350385,203390.472
350386,79283.475
350387,8.045
350388,305650.467
350389,16339.395
350390,273.53
350391,48.27
350392,19332.135
350393,193.08
350394,257.44
350395,442.475
350396,48.27
350397,119086.917
350398,720087.033
350399,291439.779
350400,593962.35
350401,26348.984
350402,1432.01
350403,30955.551
350404,134745.705
350405,524926.596
350406,96.54
350407,225.26
350408,225.26
350409,4559.906
350410,50434.105
350411,17267.788
350412,313.755
350413,6405.429
350414,171860.508
350415,472560.082
350416,19721.513
350417,33459.155
350418,399945.912
350419,36974.82
350420,90.6282806396
350421,173617.536
350422,84377.569
350423,222796.621
350424,229002.534
350425,2719.21
350426,1962.98
350427,62302.089
350428,368171.38
350429,26781.805
350430,1450330.074
350431,1769.9
350432,1898.62
350433,243483.534
350434,137965.314
350435,585312.366
350436,641189.718
350437,2236.51
350438,125593.713
350439,113223.721
350440,1238.93
350441,45275.651
350442,11977.396
350443,178064.812
350444,12448.833
350445,37095.495
350446,18834.954
350447,25945.125
350448,23375.552
350449,342982.485
350450,9420.695
350451,29653.87
350452,14191.38
350453,2188.24
350454,55106.641
350455,1029.76
350456,96.54
350457,15443.182
350458,5065.132
350459,8101.315
350460,5229.25
350461,94361.414
350462,377889.74
350463,1338227.826
350464,98889.14
350465,44620.788
350466,28487.345
350467,112.63
350468,62002.815
350469,160.9
350470,144.81
350471,3623920.129
350472,478682.327
350473,26295.887
350474,241777.994
350475,450330.138
350476,20345.805
350477,917.13
350478,43491.27
350479,4682.19
350480,2172.15
350481,22453.595
350482,217945.486
350483,7176.14
350484,188203.121
350485,44578.954
350486,9654.0
350487,216714.601
350488,1674.969
350489,80347.024
350490,177456.61
350491,162862.98
350492,184008.458
350493,2296.043
350494,20332.933
350495,15232.403
350496,148124.54
350497,6741.71
350498,91766.097
350499,195337.427
350500,143316.848
350501,64482.284
350502,18238.015
350503,122042.65
350504,9850.298
350505,66226.44
350506,141696.585
350507,66446.873
350508,5882.504
350509,127810.915
350510,144935.502
350511,216145.015
350512,14703.042
350513,96.54
350514,4242.933
350515,8715.953
350516,18907.359
350517,50199.191
350518,3512.447
350519,402.25
350520,20382.812
350521,7736.072
350522,5518.87
350523,104837.613
350524,343914.096
350525,38493.716
350526,1559246.502
350527,446994.681
350528,58524.157
350529,201311.644
350530,3123311.959
350531,102388.715
350532,70755.775
350533,923939.288
350534,682830.638
350535,733496.439
350536,1405139.7
350537,163149.382
350538,150560.566
350539,2487.514
350540,5374.06
350541,96.54
350542,13338.61
350543,107431.321
350544,3789.195
350545,34482.479
350546,521998.216
350547,152996.592
350548,747216.382
350549,352176.311
350550,117437.692
350551,76443.59
350552,1069.985
350553,20986.187
350554,315829.001
350555,771665.137
350556,336409.72
350557,21692.538
350558,37843.68
350559,144.81
350560,23204.998
350561,3523.71
350562,104020.241
350563,162941.821
350564,14806.018
350565,3449.696
350566,818.981
350567,190964.165
350568,1042376.169
350569,106768.413
350570,3681.392
350571,31045.655
350572,269.26751709
350573,454.950408936
350574,117283.228
350575,212053.328
350576,146642.651
350577,343143.385
350578,447409.803
350579,15443.182
350580,11058.657
350581,19597.62
350582,1737.72
350583,1946.89
350584,85925.427
350585,23098.804
350586,783776.08
350587,3518.883
350588,386.16
350589,289.62
350590,41.6482582092
350591,305.332763672
350592,1890.575
350593,1415.92
350594,102583.404
350595,11927.517
350596,1258.238
350597,4830.218
350598,1531.768
350599,1842.305
350600,2743.345
350601,30673.976
350602,1028128.474
350603,567661.636
350604,1903401.948
350605,706540.862
350606,34731.874
350607,26308.759
350608,1298.463
350609,43875.821
350610,93130.529
350611,157542.017
350612,269488.192
350613,88284.221
350614,378386.921
350615,389.378
350616,23560.587
350617,22083.525
350618,116.106040955
350619,127.517021179
350620,611.42
350621,128.72
350622,144311.21
350623,914356.084
350624,402216.211
350625,773854.986
350626,32062.543
350627,1190.66
350628,37394.769
350629,157651.429
350630,225.26
350631,72.405
350632,160.9
350633,265.485
350634,8370.018
350635,76747.691
350636,25275.781
350637,696629.422
350638,645722.271
350639,260455.266
350640,32324.81
350641,321.8
350642,7222.801
350643,194006.15625
350644,70027.015625
350645,2237.08178711
350646,2465.08496094
350647,31481.5410156
350648,338774.15625
350649,43760.9765625
350650,176079.484375
350651,104831.15625
350652,101407.304688
350653,105079.671875
350654,2254.40771484
350655,3615.86108398
350656,145996.984375
350657,108301.835938
350658,518388.15625
350659,517433.5
350660,2219.83325195
350661,158634.390625
350662,101026.53125
350663,1409.69799805
350664,29151.625
350665,9479.96972656
350666,158737.890625
350667,7462.17382812
350668,32448.4785156
350669,73532.6640625
350670,371228.15625
350671,282443.25
350672,10996.0126953
350673,30602.7929688
350674,13938.9179688
350675,2800.69873047
350676,50043.8125
350677,1414.44775391
350678,406.335021973
350679,20670.5859375
350680,6198.94433594
350681,20629.4140625
350682,5944.48974609
350683,102985.359375
350684,344492.21875
350685,1101842.5
350686,121394.257812
350687,39469.53125
350688,24378.7148438
350689,371.453186035
350690,49742.796875
350691,245.894577026
350692,220.188644409
350693,3090068.25
350694,399334.625
350695,8743.46191406
350696,1310521.0
350697,29682.0332031
350698,59286.6484375
350699,18089.0625
350700,1085.73425293
350701,42641.390625
350702,2359.53515625
350703,2446.63110352
350704,18493.8671875
350705,158379.390625
350706,14597.8671875
350707,111532.171875
350708,42395.2734375
350709,10386.3154297
350710,234610.34375
350711,20887.3554688
350712,362815.03125
350713,160235.625
350714,141429.453125
350715,110327.578125
350716,1902.16833496
350717,18240.3046875
350718,15233.1992188
350719,102849.125
350720,10710.5654297
350721,44378.8359375
350722,86539.0859375
350723,170842.828125
350724,156856.296875
350725,24233.2460938
350726,348.601013184
350727,101596.5
350728,47291.1054688
350729,7405.83886719
350730,102745.414062
350731,114245.023438
350732,246257.3125
350733,12095.6259766
350734,138.954162598
350735,2665.96899414
350736,10739.7207031
350737,17425.9335938
350738,28730.0292969
350739,2070.51855469
350740,9378.1796875
350741,20694.296875
350742,16982.4179688
350743,9438.13378906
350744,86483.78125
350745,293955.1875
350746,32538.8476562
350747,1166298.125
350748,329684.84375
350749,43705.859375
350750,211518.3125
350751,1335.31323242
350752,212018.765625
350753,3035945.75
350754,44900.3671875
350755,839902.75
350756,667382.9375
350757,676010.6875
350758,1288535.625
350759,135118.390625
350760,149843.953125
350761,4365.46972656
350762,9655.20117188
350763,207.532104492
350764,16522.6757812
350765,103189.6875
350766,4754.66943359
350767,61486.4492188
350768,479053.75
350769,113032.359375
350770,636940.9375
350771,304867.71875
350772,103648.242188
350773,82088.046875
350774,1060.34558105
350775,19724.75
350776,292209.15625
350777,759477.6875
350778,349683.34375
350779,22211.4765625
350780,33109.6210938
350781,95030.359375
350782,22453.7949219
350783,144278.234375
350784,4559.56933594
350785,105545.226562
350786,14894.4248047
350787,3496.90917969
350788,1350.18371582
350789,155981.140625
350790,904356.125
350791,87988.21875
350792,3200.48657227
350793,21391.1679688
350794,208.64213562
350795,15270.9316406
350796,205746.75
350797,125776.921875
350798,312899.1875
350799,390936.125
350800,14747.3837891
350801,9091.70019531
350802,15156.6455078
350803,2841.98242188
350804,3145.40649414
350805,81906.9140625
350806,22718.7265625
350807,611616.75
350808,36522.7851562
350809,1245781.625
350810,583.291137695
350811,2134.95288086
350812,2844.60546875
350813,99045.609375
350814,8742.61132812
350815,2422.19873047
350816,4610.13818359
350817,2661.66064453
350818,672.006896973
350819,4322.08886719
350820,4074.47705078
350821,970864.3125
350822,443645.8125
350823,33944.3398438
350824,383486.6875
350825,27740.3691406
350826,18904.5722656
350827,1660.89807129
350828,33753.6328125
350829,47991.546875
350830,97593.0234375
350831,262609.15625
350832,101059.835938
350833,115.609924316
350834,321455.6875
350835,24526.2734375
350836,22690.4628906
350837,63.5033378601
350838,394.394195557
350839,20830.8203125
350840,569.515380859
350841,118.648880005
350842,145842.921875
350843,773084.8125
350844,333308.09375
350845,643330.5625
350846,30716.5546875
350847,2079.56738281
350848,35050.4101562
350849,554111.8125
350850,175536.3125
350851,284515.8125
350852,549799.9375
350853,503.418579102
350854,180.156784058
350855,258.226623535
350856,271.26385498
350857,5589.93212891
350858,45641.8320312
350859,26150.6445312
350860,19570.0332031
350861,465.964904785
350862,6376.8515625
350863,33459.155
350864,399945.912
350865,36974.82
350866,122.039169312
350867,173617.536
350868,84377.569
350869,222796.621
350870,229002.534
350871,2719.21
350872,1962.98
350873,62302.089
350874,368171.38
350875,26781.805
350876,1450330.074
350877,1769.9
350878,1898.62
350879,243483.534
350880,137965.314
350881,585312.366
350882,641189.718
350883,2236.51
350884,125593.713
350885,113223.721
350886,1238.93
350887,45275.651
350888,11977.396
350889,178064.812
350890,12448.833
350891,37095.495
350892,18834.954
350893,25945.125
350894,23375.552
350895,342982.485
350896,9420.695
350897,29653.87
350898,14191.38
350899,2188.24
350900,55106.641
350901,1029.76
350902,96.54
350903,15443.182
350904,5065.132
350905,8101.315
350906,5229.25
350907,94361.414
350908,377889.74
350909,1338227.826
350910,98889.14
350911,44620.788
350912,28487.345
350913,112.63
350914,62002.815
350915,160.9
350916,144.81
350917,3623920.129
350918,478682.327
350919,26295.887
350920,241777.994
350921,450330.138
350922,20345.805
350923,917.13
350924,43491.27
350925,4682.19
350926,2172.15
350927,22453.595
350928,217945.486
350929,7176.14
350930,188203.121
350931,44578.954
350932,9654.0
350933,216714.601
350934,1674.969
350935,80347.024
350936,177456.61
350937,162862.98
350938,184008.458
350939,2296.043
350940,20332.933
350941,15232.403
350942,148124.54
350943,6741.71
350944,91766.097
350945,195337.427
350946,143316.848
350947,64482.284
350948,18238.015
350949,122042.65
350950,9850.298
350951,66226.44
350952,141696.585
350953,66446.873
350954,5882.504
350955,127810.915
350956,144935.502
350957,216145.015
350958,14703.042
350959,96.54
350960,4242.933
350961,8715.953
350962,18907.359
350963,50199.191
350964,3512.447
350965,402.25
350966,20382.812
350967,7736.072
350968,5518.87
350969,104837.613
350970,343914.096
350971,38493.716
350972,1559246.502
350973,446994.681
350974,58524.157
350975,201311.644
350976,3123311.959
350977,102388.715
350978,70755.775
350979,923939.288
350980,682830.638
350981,733496.439
350982,1405139.7
350983,163149.382
350984,150560.566
350985,2487.514
350986,5374.06
350987,96.54
350988,13338.61
350989,107431.321
350990,3789.195
350991,34482.479
350992,521998.216
350993,152996.592
350994,747216.382
350995,352176.311
350996,117437.692
350997,76443.59
350998,1069.985
350999,20986.187
351000,315829.001
351001,771665.137
351002,336409.72
351003,21692.538
351004,37843.68
351005,144.81
351006,23204.998
351007,3523.71
351008,104020.241
351009,162941.821
351010,14806.018
351011,3449.696
351012,818.981
351013,190964.165
351014,1042376.169
351015,106768.413
351016,3681.392
351017,31045.655
351018,304.119262695
351019,391.146331787
351020,117283.228
351021,212053.328
351022,146642.651
351023,343143.385
351024,447409.803
351025,15443.182
351026,11058.657
351027,19597.62
351028,1737.72
351029,1946.89
351030,85925.427
351031,23098.804
351032,783776.08
351033,3518.883
351034,386.16
351035,289.62
351036,21.4724788666
351037,305.332763672
351038,1890.575
351039,1415.92
351040,102583.404
351041,11927.517
351042,1258.238
351043,4830.218
351044,1531.768
351045,1842.305
351046,2743.345
351047,30673.976
351048,1028128.474
351049,567661.636
351050,1903401.948
351051,706540.862
351052,34731.874
351053,26308.759
351054,1298.463
351055,43875.821
351056,93130.529
351057,157542.017
351058,269488.192
351059,88284.221
351060,378386.921
351061,389.378
351062,23560.587
351063,22083.525
351064,285.056304932
351065,149.978256226
351066,611.42
351067,128.72
351068,144311.21
351069,914356.084
351070,402216.211
351071,773854.986
351072,32062.543
351073,1190.66
351074,37394.769
351075,157651.429
351076,225.26
351077,72.405
351078,160.9
351079,265.485
351080,8370.018
351081,76747.691
351082,25275.781
351083,696629.422
351084,645722.271
351085,260455.266
351086,32324.81
351087,321.8
351088,7222.801
351089,185426.375
351090,57122.7539062
351091,2201.35961914
351092,1741.62646484
351093,28370.9570312
351094,252592.953125
351095,32130.0449219
351096,157789.484375
351097,79874.90625
351098,108130.523438
351099,93787.4609375
351100,3327.92236328
351101,1352.75866699
351102,113549.0625
351103,121911.171875
351104,504122.71875
351105,506412.34375
351106,2216.26074219
351107,120262.5
351108,84043.6953125
351109,1547.22192383
351110,23871.8574219
351111,10586.9169922
351112,169861.640625
351113,7814.39208984
351114,21928.3476562
351115,80564.296875
351116,252207.046875
351117,196985.28125
351118,7688.78369141
351119,27699.7871094
351120,11870.9140625
351121,2547.98754883
351122,48886.4570312
351123,1248.00036621
351124,185.70413208
351125,14743.8574219
351126,5842.72998047
351127,18766.0957031
351128,4840.51904297
351129,94031.390625
351130,200183.640625
351131,902264.9375
351132,100274.484375
351133,31084.2207031
351134,24656.5488281
351135,68.6515274048
351136,52012.9882812
351137,178.819717407
351138,231.874435425
351139,2031744.75
351140,378225.5
351141,8401.6171875
351142,1098812.125
351143,28121.2714844
351144,50760.7773438
351145,15349.2675781
351146,1509.43383789
351147,40333.9882812
351148,1883.38500977
351149,1269.11523438
351150,26289.9941406
351151,165386.109375
351152,16992.7519531
351153,130613.007812
351154,35524.296875
351155,15357.7197266
351156,178757.625
351157,15336.8662109
351158,288114.28125
351159,162663.109375
351160,127277.039062
351161,106626.273438
351162,1627.11499023
351163,16947.5996094
351164,15084.8134766
351165,84566.703125
351166,8545.38183594
351167,50208.7773438
351168,75997.5
351169,171358.53125
351170,121285.179688
351171,22679.7890625
351172,561.261657715
351173,103368.84375
351174,41586.5117188
351175,6281.35449219
351176,97964.8828125
351177,104332.375
351178,178174.6875
351179,11113.5322266
351180,140.812454224
351181,4834.10107422
351182,15574.6113281
351183,15513.5371094
351184,28553.8671875
351185,2308.40307617
351186,9079.90039062
351187,18444.3476562
351188,12698.8691406
351189,11607.2070312
351190,90519.9296875
351191,282204.9375
351192,33417.6679688
351193,1034949.75
351194,255097.109375
351195,31824.5117188
351196,166426.75
351197,1258.96191406
351198,195339.5625
351199,2016165.125
351200,32859.7734375
351201,695300.1875
351202,494367.9375
351203,523251.03125
351204,1171120.0
351205,117861.085938
351206,122648.671875
351207,2582.70898438
351208,7473.18212891
